table_id	table_name	ind_id	ind_name
Table4.47	Отдельные показатели по потребительским кредитам в рублях, предоставленным кредитными организациями физическим лицам	778	Объем потребительских кредитов всего, в том числе: жилищные кредиты, из них: ипотечные кредиты: объем, млн.руб.
Table9	Исполнение консолидированного бюджета и финансовый результат деятельности предприятий и организаций	77	Доходы консолидированного бюджета (млн. руб.)
Table10	Социальные индикаторы	76	Склонность населения к организованным сбережениям в рублевой форме (%)
Table10	Социальные индикаторы	75	Доля потребления в структуре использования денежных доходов населения (%)
Table10	Социальные индикаторы	74	Реальные денежные доходы населения, в % к соответствующему периоду предыдущего года
Table10	Социальные индикаторы	73	Среднедушевой денежный доход населения (руб.)
Table10	Социальные индикаторы	72	Численность официально зарегистрированных безработных
Table10	Социальные индикаторы	71	Напряженность на рынке труда (на конец отчетного периода), чел./вакансия
Table9	Исполнение консолидированного бюджета и финансовый результат деятельности предприятий и организаций	70	Сальдированный финансовый результат деятельности предприятий и организаций (прибыль +, убыток - ) в % к соответствующему периоду предыдущего года
Tab31.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	655	Всего
Table11	Цены	79	Индекс потребительских цен на товары и услуги за последний месяц отчетного периода, в % к декабрю предыдущего года
Table9	Исполнение консолидированного бюджета и финансовый результат деятельности предприятий и организаций	78	Дефицит (профицит) консолидированного бюджета (млн. руб.)
Tab32.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	669	Средства государственных и других внебюджетных фондов на расчетных счетах
Tab32.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	668	Средства бюджетов на расчетных счетах
Tab32.2	Средства клиентов в иностранной валюте (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	667	Всего
Tab32.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе	666	Вклады физических лиц
Tab32.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе	665	Депозиты и прочие привлеченные средства юридических лиц (кроме кредитных организаций)
Tab32.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе	664	Средства организаций на расчетных и прочих счетах
Tab32.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе	663	Средства государственных и других внебюджетных фондов на расчетных счетах
Table4.46	Задолженность по потребительским кредитам, предоставленным кредитными организациями физическим лицам	768	В рублях, в том числе: по жилищным кредитам, из них: по ипотечным жилищным кредитам
Tab32.1	Средства клиентов в иностранной валюте по кредитным организациям, зарегистрированным в данном регионе	661	Всего
Tab31.2	Средства клиентов в рублях (по головным офисам кредитных организаций и филиалам, расположенным на территории региона)	660	Вклады физических лиц
Table4.46	Задолженность по потребительским кредитам, предоставленным кредитными организациями физическим лицам	769	В иностранной валюте всего
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	697	Всего
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	698	Всего, в том числе добыча полезных ископаемых
Table4.34	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в рублях	699	Всего, в том числе добыча полезных ископаемых, в том числе добыча топливно-энергетических полезных ископаемых
Table3.17	Объем банковских вкладов (депозитов) юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.10.2007 - 01.10.2008)	542	юридических лиц в иностранной валюте
Table3.17	Объем банковских вкладов (депозитов) юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.10.2007 - 01.10.2008)	543	физических лиц в рублях
Table3.8	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2007)	540	Индивидуальных предпринимателей всего
Table3.17	Объем банковских вкладов (депозитов) юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.10.2007 - 01.10.2008)	541	юридических лиц в рублях
Table4.20	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.07.2007 - 01.10.2007)	546	Всего
Table4.24	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2007)	547	Всего
Table3.17	Объем банковских вкладов (депозитов) юридических и физических лиц в рублях и иностранной валюте, привлеченных кредитными организациями (01.10.2007 - 01.10.2008)	544	физических лиц в иностранной валюте
Table4.19	Объем задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.07.2007 - 01.10.2007)	545	Всего
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	8	Среднемесячные курсы покупки Немецкой марки
Table4.25	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2007 - 01.10.2007)	548	Всего
Table4.30	Объем задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	549	Добыча полезных ископаемых
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	120	торговля
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	121	транспорт
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	122	прочее
Table4.3	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	123	по физическим лицам
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	124	промышленность
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	125	сельское хозяйство
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	126	торговля
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	127	транспорт
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	128	прочее
Table4.4	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по отраслям экономики и физическим лицам (01.01.2001 - 01.01.2005)	129	по физическим лицам
Table22.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе (01.02.2003 - 01.01.2008)	219	Акции, всего
Table26.1	Средства клиентов в рублях по кредитным организациям, зарегистрированным в данном регионе (01.02.2003 - 01.01.2008)	259	Средства государственных внебюджетных фондов на расчетных и текущих счетах
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	414	Вновь выданные кредиты физическим лицам на покупку жилья, средневзвешенный срок кредитования
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	415	Вновь выданные кредиты физическим лицам на покупку жилья, вредневзвешенная процентная ставка
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	416	Вновь выданные кредиты физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты всего
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	417	Вновь выданные кредиты физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты, средневзвешенный срок кредитования
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	410	Вновь выданные кредиты индивидуальным предпринимателям
Table4.15	Отдельные показатели по кредитам в рублях, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	411	Вновь выданные кредиты физическим лицам, всего
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	412	Вновь выданные кредиты физическим лицам, всего
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	413	Вновь выданные кредиты физическим лицам на покупку жилья всего
Table3.2	Средства предприятий, организаций, учреждений на счетах кредитных организаций в рублях (01.01.2001 - 01.04.2007)	137	Прочие
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	418	Вновь выданные кредиты физическим лицам на покупку жилья, из них ипотечные жилищниые кредиты, средневзвешенная процентная ставка
Table4.16	Отдельные показатели по кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	419	Вновь выданные кредиты индивидуальным предпринимателям
Table3.2	Средства предприятий, организаций, учреждений на счетах кредитных организаций в рублях (01.01.2001 - 01.04.2007)	136	Негосударственных предприятий
Table1.11	Группировка по величине зарегистрированного уставного капитала действующих кредитных организаций — контрагентов Банка России, заключивших генеральный кредитный договор (01.07.2005 - 01.01.2007)	319	От 300 млн. руб. и выше
Table1.11	Группировка по величине зарегистрированного уставного капитала действующих кредитных организаций — контрагентов Банка России, заключивших генеральный кредитный договор (01.07.2005 - 01.01.2007)	318	От 150 до 300 млн. руб.
Table1.9	Kоличество кредитных организаций региона — контрагентов Банка России (01.10.2004 - 01.01.2007)	312	По кредитным операциям в валюте Российской Федерации
Table1.12	Финансовые результаты деятельности кредитных организаций	311	Использовано прибыли
Table1.12	Финансовые результаты деятельности кредитных организаций	310	Удельный вес действующих кредитных организаций, имевших убытки
Table1.11	Группировка по величине зарегистрированного уставного капитала действующих кредитных организаций — контрагентов Банка России, заключивших генеральный кредитный договор (01.07.2005 - 01.01.2007)	317	От 60 до 150 млн. руб.
Table1.11	Группировка по величине зарегистрированного уставного капитала действующих кредитных организаций — контрагентов Банка России, заключивших генеральный кредитный договор (01.07.2005 - 01.01.2007)	316	От 30 до 60 млн. руб.
Table1.11	Группировка по величине зарегистрированного уставного капитала действующих кредитных организаций — контрагентов Банка России, заключивших генеральный кредитный договор (01.07.2005 - 01.01.2007)	315	От 10 до 30 млн. руб.
Table1.11	Группировка по величине зарегистрированного уставного капитала действующих кредитных организаций — контрагентов Банка России, заключивших генеральный кредитный договор (01.07.2005 - 01.01.2007)	314	До 10 млн. руб.
Table3.3	Средства предприятий, организаций, учреждений на счетах кредитных организаций в иностранной валюте (01.01.2001 - 01.04.2007)	139	Негосударственных предприятий
Table3.3	Средства предприятий, организаций, учреждений на счетах кредитных организаций в иностранной валюте (01.01.2001 - 01.04.2007)	138	Государственных предприятий
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	3	Средний расчетный курс, продано физическим лицам, доллар США
Table4.35	Сведения об объемах кредитования юридических лиц и индивидуальных предпринимателей по видам экономической деятельности в иностранной валюте	725	Всего, в том числе транспорт и связь
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	368	На покупку жилья физическим лицам в рублях
Table4.14	Объем задолженности по кредитам, предоставленным кредитными организациями физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	369	Ипотечные жилищные кредиты физическим лицам в рублях
Table3.7	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2006 - 01.04.2007)	366	Индивидуальных предпринимателей в рублях
Table3.7	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2006 - 01.04.2007)	367	Индивидуальных предпринимателей в иностранной валюте
Table3.7	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2006 - 01.04.2007)	364	Физических лиц в рублях
Table3.7	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2006 - 01.04.2007)	365	Физических лиц в иностранной валюте
Table3.7	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2006 - 01.04.2007)	362	Юридических лиц в рублях
Table3.7	Объем банковских вкладов (депозитов) юридических, физических лиц и индивидуальных предпринимателей в рублях и иностранной валюте, привлеченных кредитными организациями (01.07.2006 - 01.04.2007)	363	Юридических лиц в иностранной валюте
Table4.13	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности и физическим лицам (01.04.2005 - 01.04.2006)	360	Физическим лицам
Table1.2	Kоличество действующих кредитных организаций и их филиалов	361	Kоличество кредитных организаций в регионе
Table22.1	Ценные бумаги, приобретенные кредитными организациями, зарегистрированными в данном регионе (01.02.2003 - 01.01.2008)	218	Долговые обязательства,  из них: долговые обязательства Российской Федерации
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	380	Юридическим лицам оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	381	Юридическим лицам прочие виды деятельности
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	382	Физическим лицам
Table4.17	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	383	Индивидуальным предпринимателям
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	384	Юридическим лицам добыча полезных ископаемых
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	385	Юридическим лицам обрабатывающие производства
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	386	Юридическим лицам производство и распределение электроэнергии, газа и воды
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	387	Юридическим лицам сельское хозяйство, охота и лесное хозяйство
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	388	Юридическим лицам строительство
Table4.18	Объем просроченной задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.07.2006 - 01.04.2007)	389	Юридическим лицам транспорт и связь
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	784	Объем потребительских кредитов всего, в том числе: жилищные кредиты: средневзвешенный срок кредитования, месяцев
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	785	Объем потребительских кредитов всего, в том числе: жилищные кредиты: средневзвешенная ставка, %
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	786	Объем потребительских кредитов всего, в том числе: жилищные кредиты, из них: ипотечные кредиты: количество предоставленных кредитов, единиц
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	787	Объем потребительских кредитов всего, в том числе: жилищные кредиты, из них: ипотечные кредиты: объем, млн.руб.
Table4.47	Отдельные показатели по потребительским кредитам в рублях, предоставленным кредитными организациями физическим лицам	780	Объем потребительских кредитов всего, в том числе: жилищные кредиты, из них: ипотечные кредиты: средневзвешенная ставка, %
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	781	Объем потребительских кредитов, всего, млн.руб.
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	782	Объем потребительских кредитов всего, в том числе: жилищные кредиты: количество предоставленных кредитов, единиц
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	783	Объем потребительских кредитов всего, в том числе: жилищные кредиты: объем, млн.руб.
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	788	Объем потребительских кредитов всего, в том числе: жилищные кредиты, из них: ипотечные кредиты: средневзвешенный срок кредитования, месяцев
Table4.48	Отдельные показатели по потребительским кредитам в иностранной валюте, предоставленным кредитными организациями физическим лицам	789	Объем потребительских кредитов всего, в том числе: жилищные кредиты, из них: ипотечные кредиты: средневзвешенная ставка, %
Table25.2	Данные о просроченной задолженности по кредитам, депозитам и прочим размещенным средствам (по головным офисам кредитных организаций и филиалам, расположенным на территории региона) (01.02.2003 - 01.01.2008)	252	по кредитам и прочим размещенным средствам, предоставленным нефинансовым предприятиям и организациям в иностранной валюте
Table7	Сводные данные об объёмах операций с физическими лицами по покупке и продаже основных видов иностранной валюты уполномоченными банками	6	Объем продажи Немецкой марки
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	579	Юридическим лицам оптовая и розничная торговля; ремонт автотранспортных средств, мотоциклов, бытовых изделий и предметов личного пользования
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	578	Юридическим лицам транспорт и связь
Table4.5	Структура вложения кредитных организаций в ценные бумаги (01.01.2001 - 01.04.2007)	150	Вложение в долговые обязательства - всего
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	573	Юридическим лицам добыча полезных ископаемых
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	572	На завершение расчетов
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	571	Всего
Table4.31	Объем задолженности по кредитам в иностранной валюте, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности (01.01.2008 - 01.10.2008)	570	Операции с недвижимым имуществом, аренда и предоставление услуг
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	577	Юридическим лицам строительство
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	576	Юридическим лицам сельское хозяйство, охота и лесное хозяйство
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	575	Юридическим лицам производство и распределение электроэнергии, газа и воды
Table4.32	Объем просроченной задолженности по кредитам в рублях, предоставленным кредитными организациями юридическим лицам по видам экономической деятельности, физическим лицам и индивидуальным предпринимателям (01.01.2008 - 01.10.2008)	574	Юридическим лицам обрабатывающие производства
