name	surname	firstname	midname	gender	ethnics	age	birthday	department	depjoindate	position	rank	rankdate	rankage
БАРБИН ВЛАДИМИР ВЛАДИМИРОВИЧ	Барбин	Владимир	Владимирович	m	slav	55	03.09.1957	ПОСОЛЬСТВО РОССИИ В ГАНЕ 	04.12.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА 	07.11.2012	55
БАСАНОВ ВЛАДИМИР МАНЦЫНОВИЧ	Басанов	Владимир	Манцынович	m	slav	64	26.11.1948	ПОСОЛЬСТВО РОССИИ В МОНГОЛИИ 	16.02.2007	СТАРШИЙ СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	10.11.1995	46
БЕЛЯЕВ СЕРГЕЙ ВЛАДИМИРОВИЧ	Беляев	Сергей	Владимирович	m	slav	59	09.05.1953	ПОСОЛЬСТВО РОССИИ В ТУРКМЕНИСТАНЕ 	07.04.2011	СТАРШИЙ СОВЕТНИК	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	19.01.1995	41
БОЦАН-ХАРЧЕНКО АЛЕКСАНДР АРКАДЬЕВИЧ	Боцан-Харченко	Александр	Аркадьевич	m	slav	55	16.09.1957	ПОСОЛЬСТВО РОССИИ В БОСНИИ И ГЕРЦЕГОВИНЕ 	01.09.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	23.04.2008	50
БРЕГАДЗЕ АЛЕКСАНДР ВАДИМОВИЧ	Брегадзе	Александр	Вадимович	m	slav,geor	61	02.11.1951	ПОСОЛЬСТВО РОССИИ В ГВИНЕЕ 	27.01.2011	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	06.03.2007	55
БУДНИК АНДРЕЙ СЕРГЕЕВИЧ	Будник	Андрей	Сергеевич	m	slav	60	02.02.1953	ПОСОЛЬСТВО РОССИИ В ПАКИСТАНЕ 	30.09.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	21.10.2010	57
БУЛАЙ ИГОРЬ БОРИСОВИЧ	Булай	Игорь	Борисович	m	slav	65	17.05.1947	ГЕНКОНСУЛЬСТВО РОССИИ В КИРКЕНЕСЕ, НОРВЕГИЯ 	06.02.2008	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	19.10.1996	49
БЫЧКОВ ЮРИЙ ЕВГЕНЬЕВИЧ	Бычков	Юрий	Евгеньевич	m	slav	64	20.12.1948	ДЕП. ЛИНГВИСТИЧЕСКОГО ОБЕСПЕЧЕНИЯ 	20.12.2008	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	30.07.2012	63
ВАЛИНСКИЙ МИХАИЛ ЯКОВЛЕВИЧ	Валинский	Михаил	Яковлевич	m	slav	61	15.06.1951	ПОСОЛЬСТВО РОССИИ В ГВИНЕЕ-БИСАУ 	01.12.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	12.06.2011	59
ВАСИЛЬЕВ АНТОН ВСЕВОЛОДОВИЧ	Васильев	Антон	Всеволодович	m	slav	58	12.05.1954	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	14.01.2008	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	23.08.2005	51
ВАСИЛЬЕВ ВИКТОР ЛЬВОВИЧ	Васильев	Виктор	Львович	m	slav	49	25.02.1963	ПОСТПРЕДСТВО РОССИИ ПРИ ОТД.ООН И ДР.МО В ЖЕНЕВЕ 	15.11.2007	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	12.04.2011	48
ВАСНЕЦОВ ОЛЕГ ВЛАДИМИРОВИЧ	Васнецов	Олег	Владимирович	m	slav	0	None	ДСПО	01.03.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ  ПОСЛАННИК 1 КЛАССА	16.07.2012	0
ВЕЛИЧКИН СЕРГЕЙ ВАСИЛЬЕВИЧ	Величкин	Сергей	Васильевич	m	slav	64	11.01.1949	ПОСОЛЬСТВО РОССИИ В НЕПАЛЕ 	08.11.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	25.08.2004	55
ВИНОКУРОВ ВЛАДИМИР НИКОЛАЕВИЧ	Винокуров	Владимир	Николаевич	m	slav	58	08.09.1954	ГЕНКОНСУЛЬСТВО РОССИИ В САН-ФРАНЦИСКО, США 	05.06.2007	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	06.09.2011	56
ГАЛУЗИН МИХАИЛ ЮРЬЕВИЧ	Галузин	Михаил	Юрьевич	m	slav	52	14.06.1960	ТРЕТИЙ ДЕПАРТАМЕНТ АЗИИ 	08.02.2010	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	23.04.2008	47
ГОНЧАРЕНКО ВЛАДИМИР БОРИСОВИЧ	Гончаренко	Владимир	Борисович	m	slav	58	28.10.1954	ПОСОЛЬСТВО РОССИИ НА МАДАГАСКАРЕ 	15.03.2006	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	29.10.2008	54
ГОРБАНЬ АЛЕКСАНДР ВАСИЛЬЕВИЧ	Горбань	Александр	Васильевич	m	slav	58	30.03.1954	ДЕПАРТАМЕНТ ЭКОНОМИЧЕСКОГО СОТРУДНИЧЕСТВА 	17.07.2007	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	18.09.2009	55
ГРИГОРЬЕВ СЕМЕН ВЯЧЕСЛАВОВИЧ	Григорьев	Семен	Вячеславович	m	slav	52	01.07.1960	ПОСОЛЬСТВО РОССИИ В РЕСПУБЛИКЕ АБХАЗИЯ 	25.10.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	13.09.2010	50
ГРОМЫКО ИГОРЬ АНАТОЛЬЕВИЧ	Громыко	Игорь	Анатольевич	m	slav	58	25.06.1954	ПОСТПРЕДСТВО РФ ПРИ УСТАВНЫХ И ДР.ОРГАНАХ СНГ В МИНСКЕ 	28.12.2009	ПОСТОЯННЫЙ ПРЕДСТАВИТЕЛЬ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	30.07.2012	58
ГУБАРЕВ СЕРГЕЙ НИКОЛАЕВИЧ	Губарев	Сергей	Николаевич	m	slav	57	14.04.1955	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	19.04.2010	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.03.2005	49
ДАРЧИЕВ АЛЕКСАНДР НИКИТИЧ	Дарчиев	Александр	Никитич	m	slav	52	14.05.1960	ДЕПАРТАМЕНТ СЕВЕРНОЙ АМЕРИКИ 	01.02.2010	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	14.07.2009	49
ДЖАГАРЯН ЛЕВАН СЕМЕНОВИЧ	Джагарян	Леван	Семенович	m	slav,arm	55	07.04.1957			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	01.05.2012	55
ДОГАДИН АЛЕКСАНДР КОНСТАНТИНОВИЧ	Догадин	Александр	Константинович	m	slav	62	08.08.1950	ДСПО 	01.03.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	06.06.2005	54
ДОЛГОВ КОНСТАНТИН КОНСТАНТИНОВИЧ	Долгов	Константин	Константинович	m	slav	44	12.08.1968	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	06.04.2011	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	21.05.2010	41
ЕРХОВ АЛЕКСЕЙ ВЛАДИМИРОВИЧ	Ерхов	Алексей	Владимирович	m	slav	52	28.10.1960	ГЕНКОНСУЛЬСТВО РОССИИ В СТАМБУЛЕ, ТУРЦИЯ 	17.08.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	14.12.2012	52
ЗАЕМСКИЙ ВЛАДИМИР ФЕДОРОВИЧ	Заемский	Владимир	Федорович	m	slav	60	12.06.1952	ПОСОЛЬСТВО РОССИИ В ВЕНЕСУЭЛЕ 	23.06.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА  	07.11.2012	60
ЗАСЫПКИН АЛЕКСАНДР СЕРГЕЕВИЧ	Засыпкин	Александр	Сергеевич	m	slav	61	11.10.1951	ПОСОЛЬСТВО РОССИИ В ЛИВАНЕ 	01.10.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.03.2005	53
ИВАНОВ СЕРГЕЙ ЕВГЕНЬЕВИЧ	Иванов	Сергей	Евгеньевич	m	slav	65	08.06.1947	ПОСОЛЬСТВО РОССИИ В ОМАНЕ 	23.10.2005	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	11.02.2008	60
ИГНАТОВ АЛЕКСАНДР ИВАНОВИЧ	Игнатов	Александр	Иванович	m	slav	57	28.04.1955			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	01.05.2012	57
ИСТРАТОВ ВАСИЛИЙ НИКОЛАЕВИЧ	Истратов	Василий	Николаевич	m	slav	58	30.12.1954	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	17.12.2008	53
КАЛИНИН МИХАИЛ ИВАНОВИЧ	Калинин	Михаил	Иванович	m	slav	58	03.09.1954	ПОСОЛЬСТВО РОССИИ НА СЕЙШЕЛЬСКИХ ОСТРОВАХ 	16.01.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	20.08.2004	49
КАРГИЕВ ЭЛЬБРУС КАНИКОЕВИЧ	Каргиев	Эльбрус	Каникоевич	m		68	22.08.1944	ПОСОЛЬСТВО РФ В РЕСПУБЛИКЕ ЮЖНАЯ ОСЕТИЯ 	25.03.2009	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	17.01.2011	66
КАРЧАВА АЛЕКСАНДР АЛЕКСЕЕВИЧ	Карчава	Александр	Алексеевич	m	slav	65	14.01.1948	РОТАЦИОННЫЙ РЕЗЕРВ 	02.08.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	23.04.2008	60
КИНЩАК  АЛЕКСАНДР АЛЕКСАНДРОВИЧ	Кинщак	Александр	Александрович	m	slav	50	20.10.1962			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	04.11.2011	49
КОВАЛЬЧУК  ОЛЕГ ВЛАДИМИРОВИЧ	Ковальчук	Олег	Владимирович	m	slav	56	31.05.1956	ДЕПАРТАМЕНТ АФРИКИ 	06.12.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	17.12.2008	52
КОВТУН АНДРЕЙ ГРИГОРЬЕВИЧ	Ковтун	Андрей	Григорьевич	m	slav	50	11.12.1962			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	10.02.2012	49
КОЗЛОВ СЕРГЕЙ ГЕОРГИЕВИЧ	Козлов	Сергей	Георгиевич	m	slav	57	14.03.1955			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	10.02.2012	56
КОШКИН СЕРГЕЙ НИКОЛАЕВИЧ	Кошкин	Сергей	Николаевич	m	slav	59	16.01.1954	ПОСОЛЬСТВО РОССИИ В УРУГВАЕ 	02.01.2006	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	11.02.2008	54
КРЮКОВ СЕРГЕЙ НИКОЛАЕВИЧ	Крюков	Сергей	Николаевич	m	slav	53	07.01.1960	ДЕПАРТАМЕНТ АФРИКИ 	01.02.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	21.05.2010	50
КУЗНЕЦОВ ВЛАДИМИР ВАЛЕРЬЕВИЧ	Кузнецов	Владимир	Валерьевич	m	slav	47	24.05.1965	ПОСТОЯННОЕ ПРЕДСТАВИТЕЛЬСТВО РОССИИ ПРИ ФАО В РИМЕ 	01.06.2008	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА  	07.11.2012	47
КУЗНЕЦОВ ПАВЕЛ МАРАТОВИЧ	Кузнецов	Павел	Маратович	m	slav	54	10.08.1958	ПОСОЛЬСТВО РОССИИ В СЛОВАКИИ 	20.04.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	28.11.2007	49
КУЛИК АНДРЕЙ БОРИСОВИЧ	Кулик	Андрей	Борисович	m	slav	59	13.11.1953	ПЕРВЫЙ ДЕПАРТАМЕНТ АЗИИ 	12.12.1998	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	14.12.2012	59
КУРАЕВ ВЛАДИМИР ТИХОНОВИЧ	Кураев	Владимир	Тихонович	m	slav	65	27.12.1947	ПОСОЛЬСТВО РОССИИ В КОСТА-РИКЕ 	05.11.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	28.06.2006	58
ЛОГВИНОВ ГРИГОРИЙ СЕМЕНОВИЧ	Логвинов	Григорий	Семенович	m	slav	56	20.09.1956	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	16.06.2008	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	15.08.2011	54
ЛЮБИНСКИЙ ДМИТРИЙ ЕВГЕНЬЕВИЧ	Любинский	Дмитрий	Евгеньевич	m	slav	45	01.12.1967	ТРЕТИЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	22.03.2010	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	21.10.2010	42
МАЛАХОВ БОРИС НИКОЛАЕВИЧ	Малахов	Борис	Николаевич	m	slav	59	30.07.1953	ПОСОЛЬСТВО РОССИИ В ЗАМБИИ 	06.10.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.03.2005	51
МАЛЫГИН ВЛАДИМИР АРДАЛИОНОВИЧ	Малыгин	Владимир	Ардалионович	m	slav	62	19.06.1950	ДЕПАРТАМЕНТ БЕЗОПАСНОСТИ 	20.06.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	29.12.2005	55
МАЛЬГИНОВ ОЛЕГ СЕРГЕЕВИЧ	Мальгинов	Олег	Сергеевич	m	slav	56	09.01.1957	ДЕП. ПО ГУМ. СОТРУДНИЧЕСТВУ И ПРАВАМ ЧЕЛ. 	13.06.2006	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	30.03.2006	49
МАРТЫНОВ ВЛАДИМИР НИКОЛАЕВИЧ	Мартынов	Владимир	Николаевич	m	slav	61	14.12.1951	РОТАЦИОННЫЙ РЕЗЕРВ 	10.08.2009	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	31.07.2008	56
МАСЛОВ АНДРЕЙ МИХАЙЛОВИЧ	Маслов	Андрей	Михайлович	m	slav	57	21.07.1955	ЧЕТВЕРТЫЙ ЕВРОПЕЙСКИЙ ДЕП. 	23.08.2010	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	29.01.2007	51
МИХАЙЛОВ ВЛАДИМИР ПЕТРОВИЧ	Михайлов	Владимир	Петрович	m	slav	61	07.10.1951	ПОСОЛЬСТВО РОССИИ В ШРИ-ЛАНКЕ 	27.08.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	09.02.2010	58
НЕБЕНЗЯ ВАСИЛИЙ АЛЕКСЕЕВИЧ	Небензя	Василий	Алексеевич	m	slav	50	26.02.1962	ПОСТПРЕДСТВО РОССИИ ПРИ ОТД.ООН И ДР.МО В ЖЕНЕВЕ 	30.11.2006	ЗАМ. ПОСТ. ПРЕДСТАВИТЕЛЯ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	09.02.2010	47
ПАВЛОВСКИЙ АЛЕКСЕЙ ВИКТОРОВИЧ	Павловский	Алексей	Викторович	m	slav	50	16.12.1962	ЧЕТВЕРТЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	04.07.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА  	07.11.2012	49
ПЕСКОВ СЕРГЕЙ НИКОЛАЕВИЧ	Песков	Сергей	Николаевич	m	slav	64	24.05.1948	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	11.01.2010	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	28.06.2006	58
ПЕТРАКОВ МИХАИЛ ИВАНОВИЧ	Петраков	Михаил	Иванович	m	slav	53	27.09.1959	ПЕРВЫЙ ДЕПАРТАМЕНТ СТРАН СНГ 	16.02.2010	ДИРЕКТОР ДЕПАРТАМЕНТА (ЧЛЕН КОЛЛЕГИИ)	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	25.07.2011	51
ПЕТРОВ АЛЕКСАНДР МИХАЙЛОВИЧ	Петров	Александр	Михайлович	m	slav	59	13.06.1953	ТРЕТИЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	22.08.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	20.11.2007	54
ПОЛЕНОВ ВЛАДИМИР МИХАЙЛОВИЧ	Поленов	Владимир	Михайлович	m	slav	62	01.01.1951	ТРЕТИЙ ЕВРОПЕЙСКИЙ ДЕПАРТАМЕНТ 	01.01.2011	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	25.08.2004	53
ПОЛЯКОВ АЛЕКСАНДР ДМИТРИЕВИЧ	Поляков	Александр	Дмитриевич	m	slav	53	19.04.1959	ПОСОЛЬСТВО РОССИИ В НИГЕРИИ 	10.06.2008	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	28.04.2011	52
ПОЛЯКОВ АНДРЕЙ ВЛАДИМИРОВИЧ	Поляков	Андрей	Владимирович	m	slav	62	14.10.1950	None	None		ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	11.03.2009	58
ПОНОМАРЕВ ИГОРЬ НИКОЛАЕВИЧ	Пономарев	Игорь	Николаевич	m	slav	81	15.11.1931	ГРУППА ВНЕШТАТНЫХ КОНСУЛЬТАНТОВ 	27.07.1993	ВНЕШТАТНЫЙ КОНСУЛЬТАНТ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	25.10.1990	58
ПОПОВ АЛЕКСЕЙ АНАТОЛЬЕВИЧ	Попов	Алексей	Анатольевич	m	slav	62	25.12.1950	ГЕНКОНСУЛЬСТВО РОССИИ В САЛОНИКАХ, ГРЕЦИЯ 	11.11.2009	ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	10.12.2002	51
ПОПОВ ИГОРЬ ВАЛЕНТИНОВИЧ	Попов	Игорь	Валентинович	m	slav	58	25.07.1954	ГРУППА ПОСЛОВ ПО ОСОБЫМ ПОРУЧЕНИЯМ МИД РФ 	18.06.2010	ПОСОЛ ПО ОСОБЫМ ПОРУЧЕНИЯМ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	18.09.2009	55
ПОПОВ ЮРИЙ ВЛАДИМИРОВИЧ	Попов	Юрий	Владимирович	m	slav	63	09.02.1950	ГЕНСЕКРЕТАРИАТ (ДЕПАРТАМЕНТ) 	10.02.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.12.1998	48
ПРИЩЕПОВ АЛЕКСАНДР ЛЬВОВИЧ	Прищепов	Александр	Львович	m	slav	64	29.07.1948	ЧЕТВЕРТЫЙ ЕВРОПЕЙСКИЙ ДЕП. 	25.03.2010	ЗАМ.ДИРЕКТОРА ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	15.07.2005	56
ПРОВАЛОВ КОНСТАНТИН КОНСТАНТИНОВИЧ	Провалов	Константин	Константинович	m	slav	63	30.09.1949	ИСТОРИКО-ДОКУМЕНТАЛЬНЫЙ ДЕПАРТАМЕНТ 	01.10.2009	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	28.11.2007	58
РОГАЧЕВ ИЛЬЯ ИГОРЕВИЧ	Рогачев	Илья	Игоревич	m	slav	50	10.06.1962	ДЕПАРТАМЕНТ ПО ВОПРОСАМ НОВЫХ ВЫЗОВОВ И УГРОЗ 	27.07.2009	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	09.02.2010	47
РОГОВ ЛЕОНИД ВИКТОРОВИЧ	Рогов	Леонид	Викторович	m	slav	63	01.12.1949	ПОСОЛЬСТВО РОССИИ В КОТ-ДИВУАР 	29.10.2010	ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	07.05.2005	55
САЗОНОВ АЛЕКСЕЙ АНДРЕЕВИЧ	Сазонов	Алексей	Андреевич	m	slav	59	03.08.1953			ПОСОЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ  ПОСЛАННИК 1 КЛАССА	01.05.2012	58
САПЛИН ВАСИЛИЙ ИВАНОВИЧ	Саплин	Василий	Иванович	m	slav	63	30.03.1949			ГЕНЕРАЛЬНЫЙ КОНСУЛ	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	05.03.2005	55
СЕРГЕЕВ ВЛАДИМИР НИКОЛАЕВИЧ	Сергеев	Владимир	Николаевич	m	slav	60	31.05.1952	ДЕПАРТАМЕНТ МЕЖДУНАРОДНЫХ ОРГАНИЗАЦИЙ 	25.01.2011	ДИРЕКТОР ДЕПАРТАМЕНТА	ЧРЕЗВЫЧАЙНЫЙ И ПОЛНОМОЧНЫЙ ПОСЛАННИК 1 КЛАССА	06.02.2009	56
